9223372036854775808,116155
9223372036854775808,116154
13835058055282163712,116144
9223372036854775808,116141
9223372036854775808,116135
9223372036854775808,116134
9223372036854775808,116133
9223372036854775808,116132
9223372036854775808,116131
9223372036854775808,116130
9223372036854775808,116129
9223372036854775808,116128
9223372036854775808,116127
9223372036854775808,116126
9223372036854775808,116125
9223372036854775808,116124
9223372036854775808,116123
9223372036854775808,116121
9223372036854775808,116120
0,116119
9223372036854775808,116086
9223372036854775808,116083
9223372036854775808,115999
9223372036854775808,115998
9223372036854775808,115996
9223372036854775808,115988
9223372036854775808,115959
9223372036854775808,115952
9223372036854775808,115936
9223372036854775808,115928
9223372036854775808,115927
9223372036854775808,115926
9223372036854775808,115908
9223372036854775808,115906
9223372036854775808,115876
9223372036854775808,115875
9223372036854775808,115874
9223372036854775808,115873
9223372036854775808,115872
9223372036854775808,115871
9223372036854775808,115870
9223372036854775808,115869
11529215046068469760,115852
11529215046068469760,115851
11529215046068469760,115850
11529215046068469760,115849
11529215046068469760,115848
9223372036854775808,115847
9223372036854775808,115846
9223372036854775808,115845
9223372036854775808,115844
9223372036854775808,115843
9223372036854775808,115842
9223372036854775808,115841
11529215046068469760,115840
9223372036854775808,115839
9223372036854775808,115838
11529215046068469760,115837
9223372036854775808,115836
9223372036854775808,115823
11529215046068469760,115778
11529215046068469760,115768
11529215046068469760,115765
11529215046068469760,115763
11529215046068469760,115761
9223372036854775808,115760
11529215046068469760,115759
11529215046068469760,115757
11529215046068469760,115755
11529215046068469760,115752
11529215046068469760,115749
9223372036854775808,115748
11529215046068469760,115746
9223372036854775808,115745
11529215046068469760,115744
11529215046068469760,115742
9223372036854775808,115741
11529215046068469760,115740
9223372036854775808,115739
9223372036854775808,115738
9223372036854775808,115737
16140901064495857664,115736
9223372036854775808,115735
16140901064495857664,115734
9223372036854775808,115733
9223372036854775808,115732
9223372036854775808,115731
11529215046068469760,115669
11529215046068469760,115649
13835058055282163712,115414
9223372036854775808,115347
9223372036854775808,115243
11529215046068469760,115218
9223372036854775808,115214
9223372036854775808,115182
9223372036854775808,115112
9223372036854775808,114993
10952754293765046272,114846
9799832789158199296,114719
11817445422220181504,114586
13835058055282163712,114459
12105675798371893248,114438
9223372036854775808,114326
0,114324
12682136550675316736,114123
9223372036854775808,114079
11529215046068469760,114078
9223372036854775808,113793
11529215046068469760,113711
9223372036854775808,113692
13835058055282163712,113690
9223372036854775808,113641
9223372036854775808,113630
9223372036854775808,113611
9223372036854775808,113545
11529215046068469760,113487
9223372036854775808,113485
9223372036854775808,113468
9223372036854775808,113388
11529215046068469760,113325
9223372036854775808,113152
13835058055282163712,113088
9223372036854775808,113023
9223372036854775808,112907
0,112708
0,112707
9223372036854775808,112634
9223372036854775808,112544
13835058055282163712,112449
11529215046068469760,112386
9223372036854775808,112349
9223372036854775808,112347
9223372036854775808,112169
11529215046068469760,112036
13835058055282163712,111976
11529215046068469760,111887
9223372036854775808,111856
12682136550675316736,111115
13835058055282163712,110918
12105675798371893248,110841
9223372036854775808,110750
9223372036854775808,110094
9223372036854775808,110093
9223372036854775808,110092
9223372036854775808,110091
9223372036854775808,110090
9223372036854775808,110089
9223372036854775808,110080
9223372036854775808,110079
9223372036854775808,110078
9223372036854775808,110077
9223372036854775808,110076
9223372036854775808,110075
9223372036854775808,110074
9223372036854775808,110068
9223372036854775808,110062
11529215046068469760,110061
11529215046068469760,110060
11529215046068469760,110058
11529215046068469760,110056
9223372036854775808,110046
9223372036854775808,110032
9223372036854775808,110031
9223372036854775808,110011
9223372036854775808,110002
9223372036854775808,109941
9223372036854775808,109901
9223372036854775808,109900
9223372036854775808,109899
9223372036854775808,109898
11529215046068469760,109866
9223372036854775808,109828
11907517414767591424,109826
9223372036854775808,109825
9223372036854775808,109824
9223372036854775808,109772
9223372036854775808,109764
9223372036854775808,109726
9223372036854775808,109671
9223372036854775808,109555
9223372036854775808,109543
13835058055282163712,109376
9223372036854775808,109349
9223372036854775808,109315
9223372036854775808,109046
10376293541461622784,108910
9223372036854775808,108682
9223372036854775808,108569
9223372036854775808,108556
9223372036854775808,108518
13835058055282163712,108512
9223372036854775808,108490
9223372036854775808,108044
11673330234144325632,108007
9223372036854775808,107420
9223372036854775808,107415
9223372036854775808,107385
9223372036854775808,107384
12105675798371893248,107345
11331056662464167936,107226
13258597302978740224,107078
9223372036854775808,107076
9223372036854775808,107050
9223372036854775808,107011
9799832789158199296,106861
9223372036854775808,106695
9223372036854775808,106663
16140901064495857664,106649
9223372036854775808,106640
9223372036854775808,106608
9223372036854775808,106582
9223372036854775808,106550
11529215046068469760,106549
9223372036854775808,106548
0,106547
9223372036854775808,106390
0,106389
9223372036854775808,106357
9223372036854775808,106278
9223372036854775808,106106
9223372036854775808,106058
11817445422220181504,106033
10376293541461622784,106025
10376293541461622784,106024
9223372036854775808,106023
9223372036854775808,106022
12682136550675316736,106021
9223372036854775808,106020
9223372036854775808,106018
11529215046068469760,106017
9223372036854775808,106016
9223372036854775808,106015
9223372036854775808,106014
12790222941732208640,105985
11529215046068469760,105960
11529215046068469760,105959
11529215046068469760,105957
9511602413006487552,105955
11529215046068469760,105952
11529215046068469760,105943
9223372036854775808,105939
12682136550675316736,105907
9223372036854775808,105906
9223372036854775808,105872
11529215046068469760,105827
11997589407315001344,105820
11240984669916758016,105594
9223372036854775808,105591
12682136550675316736,105558
12682136550675316736,105557
9223372036854775808,105532
9223372036854775808,105425
9223372036854775808,105397
9223372036854775808,105376
9223372036854775808,105193
9223372036854775808,105171
9223372036854775808,104921
9223372036854775808,104789
11529215046068469760,104633
9223372036854775808,104546
9223372036854775808,104545
9223372036854775808,104528
9223372036854775808,104472
0,104470
9223372036854775808,104410
11529215046068469760,103758
10952754293765046272,103598
11997589407315001344,103574
9223372036854775808,103011
10376293541461622784,102834
9223372036854775808,102832
14987979559889010688,102831
9223372036854775808,102758
11529215046068469760,102725
12105675798371893248,102662
9223372036854775808,101465
11673330234144325632,100878
9223372036854775808,100657
9223372036854775808,100539
13835058055282163712,100316
12105675798371893248,99989
9223372036854775808,99982
11529215046068469760,99698
0,99161
11529215046068469760,98611
13258597302978740224,98405
9223372036854775808,98102
9223372036854775808,97851
11529215046068469760,97748
11529215046068469760,97743
9223372036854775808,97739
9223372036854775808,97642
11529215046068469760,97546
12249790986447749120,97466
11096869481840902144,97465
9223372036854775808,97459
9223372036854775808,96735
0,96620
9223372036854775808,95452
9223372036854775808,95363
0,95362
9223372036854775808,95359
11529215046068469760,95132
9889904781705609216,94897
9223372036854775808,94439
0,94403
11331056662464167936,93859
15942742680891555840,93599
9223372036854775808,93469
0,93200
9223372036854775808,93027
9223372036854775808,92886
9223372036854775808,92871
11529215046068469760,92851
11529215046068469760,92617
9223372036854775808,92576
9223372036854775808,92554
9223372036854775808,92514
9223372036854775808,92513
9223372036854775808,92510
9799832789158199296,92437
9223372036854775808,92144
9223372036854775808,91904
9223372036854775808,91680
9223372036854775808,91373
12393906174523604992,91338
13835058055282163712,90990
9223372036854775808,90919
10376293541461622784,90455
10664523917613334528,90384
11313042263954685952,90294
12682136550675316736,90119
0,90039
9223372036854775808,89837
11331056662464167936,89714
9223372036854775808,89619
10376293541461622784,89617
9223372036854775808,89596
11529215046068469760,89569
11529215046068469760,89530
9223372036854775808,89402
11529215046068469760,89255
9223372036854775808,89247
9223372036854775808,89144
9223372036854775808,89075
12682136550675316736,89064
9223372036854775808,89033
9223372036854775808,89025
9223372036854775808,88993
9223372036854775808,88972
9223372036854775808,88947
9223372036854775808,88943
9223372036854775808,88899
9223372036854775808,88894
11529215046068469760,88874
9223372036854775808,88870
9223372036854775808,88852
9223372036854775808,88833
9223372036854775808,88798
9223372036854775808,88794
11331056662464167936,88768
13835058055282163712,88764
11529215046068469760,88623
9223372036854775808,88404
12682136550675316736,88401
9223372036854775808,88225
11529215046068469760,87779
11817445422220181504,87766
9223372036854775808,87676
9223372036854775808,87622
11529215046068469760,87558
9223372036854775808,87557
13835058055282163712,87520
9223372036854775808,87481
13835058055282163712,87388
13835058055282163712,87359
9223372036854775808,87336
13835058055282163712,87318
9223372036854775808,87311
0,87259
9223372036854775808,87186
9223372036854775808,87137
9223372036854775808,87131
9223372036854775808,87116
9835861586177163264,87100
9223372036854775808,87094
0,86843
9223372036854775808,86759
11331056662464167936,86667
11331056662464167936,86663
9511602413006487552,86604
11817445422220181504,86388
10376293541461622784,86354
12682136550675316736,86351
13258597302978740224,86318
9223372036854775808,86112
9223372036854775808,86057
10952754293765046272,85955
9223372036854775808,85697
11331056662464167936,85589
9223372036854775808,85170
9223372036854775808,85095
0,84407
13402712491054596096,84405
11817445422220181504,84143
11817445422220181504,83103
9223372036854775808,83100
11529215046068469760,83020
11529215046068469760,82999
9223372036854775808,82887
9223372036854775808,80815
11961560610296037376,80392
9799832789158199296,80126
10952754293765046272,79736
12682136550675316736,79722
9223372036854775808,79492
9223372036854775808,79129
10376293541461622784,78854
10376293541461622784,78851
9223372036854775808,78644
9223372036854775808,78108
11529215046068469760,77984
9223372036854775808,77981
9223372036854775808,77942
14987979559889010688,77939
11529215046068469760,77927
12393906174523604992,77926
9223372036854775808,77914
9223372036854775808,77769
12393906174523604992,77185
9223372036854775808,77035
11529215046068469760,76485
11529215046068469760,76444
9223372036854775808,76158
9511602413006487552,76006
11817445422220181504,75854
9223372036854775808,75518
10376293541461622784,75311
11817445422220181504,75162
12682136550675316736,75098
13835058055282163712,75072
9223372036854775808,75061
11673330234144325632,74605
9223372036854775808,74392
9223372036854775808,73617
0,73246
12682136550675316736,73187
11529215046068469760,73185
9223372036854775808,73016
9223372036854775808,72958
9223372036854775808,72934
9223372036854775808,72900
11529215046068469760,72843
9223372036854775808,72842
11529215046068469760,72839
9223372036854775808,72813
9223372036854775808,72781
12682136550675316736,72172
9223372036854775808,72155
10376293541461622784,72145
9223372036854775808,71311
11529215046068469760,70929
11529215046068469760,70749
9223372036854775808,70732
9223372036854775808,70671
9223372036854775808,70636
13835058055282163712,70635
9223372036854775808,70469
9223372036854775808,70290
9223372036854775808,70236
9223372036854775808,70133
9223372036854775808,70046
14987979559889010688,69844
11529215046068469760,69669
11529215046068469760,69586
9223372036854775808,69512
9223372036854775808,69510
17870283321406128128,69497
9223372036854775808,69404
0,69114
9223372036854775808,68981
9223372036854775808,68911
0,68677
10142106360838356992,68647
9223372036854775808,68585
9223372036854775808,68580
11529215046068469760,68568
9223372036854775808,68387
9223372036854775808,68137
9223372036854775808,67910
9223372036854775808,67909
11529215046068469760,67756
9223372036854775808,67657
9223372036854775808,67656
11529215046068469760,67570
9223372036854775808,67435
9223372036854775808,67375
13258597302978740224,67092
11817445422220181504,67091
11673330234144325632,67082
10376293541461622784,67031
9223372036854775808,67008
9223372036854775808,66999
9223372036854775808,66921
9223372036854775808,66920
12682136550675316736,66789
13835058055282163712,66723
9223372036854775808,66611
12105675798371893248,66424
10376293541461622784,66420
10376293541461622784,66419
11817445422220181504,66275
9223372036854775808,66120
9223372036854775808,65975
9655717601082343424,65709
9655717601082343424,65708
9223372036854775808,65497
11529215046068469760,65492
9223372036854775808,65482
9223372036854775808,65481
11529215046068469760,65480
9223372036854775808,65066
9223372036854775808,65064
9223372036854775808,64909
9223372036854775808,64833
9223372036854775808,64816
10268207150404730880,64729
9727775195120271360,64692
9331458427911667712,64691
9331458427911667712,64690
9439544818968559616,64685
9223372036854775808,64646
9223372036854775808,64634
16140901064495857664,64631
9223372036854775808,64623
13835058055282163712,64567
9223372036854775808,64566
9223372036854775808,64565
9223372036854775808,64520
9367487224930631680,64431
9367487224930631680,64430
9367487224930631680,64429
11213963072152535040,64428
11213963072152535040,64427
11213963072152535040,64424
11213963072152535040,64423
11213963072152535040,64422
13519806081366228992,64407
13519806081366228992,64406
13519806081366228992,64405
11529215046068469760,64391
10061041567545688064,64152
10061041567545688064,64151
10061041567545688064,64150
10061041567545688064,64148
9223372036854775808,64141
13546827679130451968,64127
13546827679130451968,64125
9367487224930631680,63955
11781416625201217536,63949
11781416625201217536,63947
11781416625201217536,63945
11781416625201217536,63944
